artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,genre_1,genre_2,genre_3,mood_1
Meghan Trainor,All About That Bass,0.879,0.109,134.064,0.0514,0.0476,1.91e-06,4.0,0.811,9,188754,-3.724,0.962,1,Pop,Western Pop,Adult Alternative Pop,Cool
Doro,Egypt (The Chains Are On),0.657,0.0924,79.976,0.0292,0.00183,0.00115,4.0,0.407,8,369533,-5.527,0.173,1,Rock,Hard Rock,General Hard Rock,Defiant
Ghost Bath,Ascension - Bonus Track,0.754,0.387,130.103,0.11,0.00993,0.95,4.0,0.204,7,446500,-5.91,0.0999,1,Rock,Hard Rock,General Hard Rock,Defiant
John Coltrane,Spiral,0.299,0.0706,91.968,0.0337,0.621,0.102,4.0,0.524,7,362867,-13.617,0.317,1,Jazz,Bebop & Modern Jazz,Post-Bop,Sentimental
Carlos Lpez Buchardo,toute me qui pleure,0.312,0.126,70.406,0.038,0.991,0.23,4.0,0.335,10,92600,-7.852,0.199,1,Pop,European Pop,French Pop,Melancholy
Tomggg,future hippie,0.745,0.0664,124.967,0.0451,0.0754,0.00924,4.0,0.666,4,262279,-6.192,0.819,1,Electronica,Techno,Intelligent (IDM),Excited
HAIM,Honey & I,0.809,0.179,159.596,0.053,0.0937,0.00289,4.0,0.436,2,250133,-6.423,0.759,1,Alternative & Punk,Indie Rock,Indie Pop,Yearning
Walter Beasley,Hard Work (feat. Michael O'Hara),0.625,0.101,121.54,0.0681,0.484,0.111,4.0,0.899,10,252947,-7.342,0.523,1,Urban,Contemporary R&B/Soul,Quiet Storm,nan
of Montreal,Wraith Pinned to the Mist and Other Games,0.582,0.182,122.005,0.047,0.0282,0.0699,4.0,0.873,5,255613,-9.901,0.763,1,Alternative & Punk,Indie Rock,Post-Modern Electronic Pop,Fiery
dvsn,Too Deep,0.243,0.264,183.948,0.103,0.284,0.149,4.0,0.616,9,200223,-13.975,0.548,1,Urban,Contemporary R&B/Soul,Neo-Soul,Defiant
James Vincent McMorrow,Cavalier,0.297,0.222,85.245,0.0497,0.904,0.000126,5.0,0.332,11,283173,-8.244,0.0396,1,Alternative & Punk,Alternative Folk,Alternative Folk,Sophisticated
Bjonr,Fade Into You - Extended Mix,0.653,0.0778,120.035,0.039,0.000551,0.0563,4.0,0.713,9,276250,-5.941,0.379,1,Electronica,House,Progressive House,nan
Out Of Gravity,The Greenhouse,0.111,0.104,105.986,0.0404,0.938,0.936,4.0,0.576,2,246000,-22.378,0.162,1,Alternative & Punk,Emo & Hardcore,Emo,nan
Eddie Vedder,Hard Sun,0.828,0.325,143.395,0.0331,0.0533,0.000328,4.0,0.441,8,321760,-6.544,0.628,1,Rock,Adult Alternative Rock,Adult Alternative Rock,Yearning
Pan-Pot,Sleepless - Stephan Bodzin Remix,0.662,0.0869,119.991,0.0462,0.00022,0.811,4.0,0.742,2,540000,-8.149,0.0829,1,Electronica,Trance,Trance,nan
Lyle Lovett,If I Had A Boat,0.323,0.364,92.058,0.0374,0.337,0.000187,4.0,0.473,4,190227,-15.639,0.497,1,Traditional,Country,Alternative Country,Empowering
Foster The People,A Beginner's Guide to Destroying the Moon,0.913,0.284,119.989,0.0524,0.000257,0.00174,4.0,0.515,8,279680,-4.345,0.266,1,Alternative & Punk,Indie Rock,Indie Pop,Defiant
Christopher,Heartbeat,0.529,0.154,128.082,0.0421,0.37,1.61e-06,4.0,0.629,3,200373,-7.657,0.194,1,Pop,Western Pop,Urban Crossover: Pop,Empowering
Pryda,Reeperbahn,0.863,0.586,126.001,0.0657,0.00105,0.783,4.0,0.706,6,357853,-6.428,0.548,1,Electronica,House,General House,nan
Fabricio Pecanha,Killing with the Bass,0.457,0.0965,122.008,0.096,0.000174,0.915,4.0,0.988,9,377705,-9.386,0.174,1,Electronica,Dance & Club,Club Dance,Defiant
The Eagle Rock Gospel Singers,At Night,0.852,0.101,108.702,0.0553,0.312,0.0046,4.0,0.431,5,199278,-4.428,0.3,1,Traditional,Country,Americana,Empowering
Liz Mandeville,Quit Me On a Voice Mail (feat. Eddie Shaw),0.5,0.114,125.596,0.0346,0.128,0.00401,3.0,0.537,7,284715,-6.798,0.487,1,Traditional,Electric Blues,General Blues,Empowering
Rilo Kiley,Portions For Foxes,0.807,0.154,138.913,0.035,0.000938,0.0121,4.0,0.474,2,284640,-3.635,0.305,1,Alternative & Punk,Indie Rock,Indie Pop,Empowering
Mary J. Blige,Reminisce,0.695,0.26,91.427,0.0749,0.0486,1.17e-05,4.0,0.638,2,323133,-8.158,0.56,1,Urban,Contemporary R&B/Soul,Urban AC,Sensual
Nirvana,All Apologies,0.588,0.138,108.866,0.071,0.487,2.62e-05,4.0,0.623,1,263293,-10.844,0.378,1,Alternative & Punk,Alternative,Grunge,Upbeat
U2,I Still Haven't Found What I'm Looking For,0.854,0.0893,100.657,0.036,0.0134,0.00583,4.0,0.571,1,277333,-6.101,0.627,1,Rock,Adult Alternative Rock,Adult Alternative Rock,Empowering
Arvo Prt,"Symphony No.4 ""Los Angeles"": 1. Con sublimit",0.0223,0.244,88.583,0.038,0.78,0.922,4.0,0.119,9,719693,-23.057,0.0376,1,Alternative & Punk,Indie Rock,Original Post-Punk,Urgent
Interpol,Evil,0.757,0.0744,129.034,0.0392,0.00157,0.483,4.0,0.497,5,216293,-3.511,0.589,1,Alternative & Punk,Indie Rock,Post-Punk Revival,Rowdy
Sigma,Nobody To Love,0.908,0.198,87.508,0.0372,0.000502,1.62e-05,4.0,0.516,8,189667,-3.312,0.239,1,Electronica,Jungle/Drum 'n' Bass,Drum 'n' Bass,Urgent
Peter Maxwell Davies,Farewell To Stromness,0.0337,0.115,129.697,0.0402,0.675,0.871,4.0,0.183,2,212893,-25.084,0.197,1,Classical,Other Classical,Classical Solo Instrumental,Tender
ZHU,Cold Blooded,0.688,0.286,124.992,0.0686,0.271,0.308,4.0,0.849,6,258333,-5.956,0.542,1,Electronica,House,Deep House,Energizing
VIMIC,Simple Skeletons,0.987,0.0997,119.985,0.0971,3.35e-06,0.44,4.0,0.494,1,257880,-2.316,0.514,1,Rock,Metal,Thrash Metal,Aggressive
Bruno Furlan,Marshmallows - Original Mix,0.606,0.0483,123.001,0.0572,0.00496,0.896,4.0,0.813,9,343928,-9.329,0.856,1,Electronica,Dance & Club,Club Dance,nan
Cirez D,On Off,0.924,0.159,125.999,0.0387,5.48e-05,0.822,4.0,0.743,9,330800,-8.845,0.152,1,Electronica,Dance & Club,Club Dance,nan
The War On Drugs,Burning,0.862,0.104,154.728,0.045,0.00761,0.353,4.0,0.391,9,348227,-7.639,0.334,1,Alternative & Punk,Indie Rock,General Indie Rock,Brooding
Johann Sebastian Bach,"Bach, JS / Arr Yang: Orchestral Suite No. 3 in D Major, BWV 1068: II. Air (Air on a G string)",0.0368,0.109,79.358,0.0402,0.993,0.925,4.0,0.317,2,243947,-30.112,0.165,1,Classical,Other Classical,Classical Solo Instrumental,Tender
Coldfront,Shed Light,0.982,0.342,173.035,0.228,0.000774,7.86e-06,4.0,0.37,1,98827,-4.325,0.44,1,Rock,Mainstream Rock,General Mainstream Rock,Defiant
Aan,Forever Underfoot,0.53,0.0927,116.133,0.0314,0.264,0.0285,5.0,0.472,11,350387,-9.681,0.195,1,Pop,Western Pop,Adult Alternative Pop,Yearning
Holy White Hounds,Blind,0.597,0.557,135.213,0.0472,0.00762,5.77e-05,4.0,0.701,5,153307,-6.894,0.856,1,Alternative & Punk,Alternative,Alternative Rock,Rowdy
Marilyn Manson,Sweet Dreams (Are Made Of This),0.622,0.204,183.491,0.0368,0.00745,0.794,4.0,0.199,8,291440,-6.749,0.142,1,Rock,Metal,Nu-Metal,Brooding
Lord Huron,Time To Run,0.856,0.114,109.022,0.0372,0.507,0.437,4.0,0.539,10,323973,-7.939,0.321,1,Alternative & Punk,Alternative Folk,Alternative Folk,Yearning
12 Stones,Psycho,0.952,0.12,131.937,0.0726,0.000109,0.0557,4.0,0.484,5,193773,-3.785,0.567,1,Other,Religious,Christian Alt-Rock,Defiant
Pickin' On Series,Shake It Off,0.668,0.254,159.811,0.0494,0.737,0.00319,4.0,0.645,5,230920,-6.214,0.946,1,Traditional,Folk,Trad. Bluegrass,Cool
WILD,Vagabond,0.879,0.409,148.012,0.0344,0.0602,3.35e-05,4.0,0.488,2,171892,-6.812,0.268,1,Pop,Western Pop,Pop Vocal,nan
Dinah Washington,Baby (You've Got What It Takes),0.524,0.589,132.42,0.0425,0.856,0.000186,4.0,0.686,8,164400,-9.887,0.849,1,Urban,Classic R&B/Soul,Classic R&B,Lively
Andrew Rayel,All Systems Down,0.951,0.067,127.478,0.267,0.0242,1.82e-05,4.0,0.403,7,212350,-2.651,0.0905,1,Rock,Mainstream Rock,General Mainstream Rock,Defiant
Jhann Jhannsson,The Spelling Board,0.0748,0.111,105.62,0.0472,0.858,0.827,3.0,0.149,10,59613,-28.904,0.0351,1,Electronica,"Downtempo, Lounge & Ambient",Ambient Electronica,Somber
At Vance,Only Human,0.971,0.19,169.998,0.0631,0.000662,6.49e-06,4.0,0.402,11,315693,-2.593,0.304,1,Rock,Metal,Power Metal,Defiant
Bonnie Raitt,Something To Talk About,0.64,0.0692,102.633,0.0294,0.0631,2.13e-06,4.0,0.795,1,227573,-13.478,0.954,1,Rock,70's Rock,Blues Rock,Gritty
Barry White,"Can't Get Enough Of Your Love, Babe",0.605,0.0515,111.78,0.0539,0.202,0.000107,4.0,0.74,5,270333,-10.924,0.775,1,Urban,Classic R&B/Soul,Classic Soul,Stirring
Kano,3 Wheel-ups (feat. Wiley & Giggs),0.904,0.0679,139.871,0.34,0.00298,0.00117,4.0,0.545,6,278227,-5.201,0.681,1,Electronica,Dance & Club,Club Dance,Excited
I'm From Barcelona,We're From Barcelona,0.924,0.749,119.975,0.0362,0.107,0.00471,4.0,0.588,5,182427,-4.265,0.949,1,Alternative & Punk,Indie Rock,General Indie Rock,Upbeat
Lost In The Trees,Rites,0.385,0.0984,89.993,0.0289,0.403,0.932,4.0,0.652,3,177666,-12.361,0.317,1,Alternative & Punk,Indie Rock,Chamber Pop,Melancholy
Pumarosa,Priestess - Shura Remix,0.814,0.121,114.982,0.0298,0.00259,0.0665,4.0,0.592,7,333913,-5.989,0.55,1,Alternative & Punk,Indie Rock,Neo-Psychedelic,Urgent
Andy Blueman,Nyctalopia - Onova Radio Edit,0.954,0.38,140.0,0.048,0.00537,0.938,4.0,0.41,5,200571,-7.992,0.301,1,Electronica,Trance,Trance,nan
Kay Starr,My Kinda Love - 2002 - Remastered,0.158,0.137,86.499,0.095,0.859,3.77e-06,4.0,0.705,7,160733,-12.321,0.33,1,Pop,Western Pop,Other Pop,Sophisticated
Etta James,I Just Want To Make Love To You,0.525,0.0967,102.174,0.0686,0.877,2.65e-06,4.0,0.584,3,188093,-11.923,0.679,1,Urban,Classic R&B/Soul,Classic R&B,Sophisticated
Steve Earle,You're The Best Lover That I Ever Had,0.504,0.274,150.769,0.032,0.789,0.0799,4.0,0.547,9,247307,-10.093,0.776,1,Traditional,Country,Alternative Country,Gritty
Franz Schubert,"Piano Trio No. 1, Op. 99 D898: IV. Rondo (Allegro vivace)",0.071,0.0589,90.248,0.0418,0.973,0.646,4.0,0.489,10,545587,-21.869,0.331,1,Classical,Romantic Era,Romantic Era Instrumental,Stirring
The Steel Woods,Better in the Fall,0.615,0.104,165.993,0.0329,0.00433,1.5e-06,3.0,0.258,7,260320,-5.064,0.418,1,Traditional,Country,General Country,nan
J.Views,Don't Pull Away,0.401,0.342,121.75,0.0331,0.38,0.0697,4.0,0.348,10,241987,-7.732,0.141,1,Rock,Mainstream Rock,General Mainstream Rock,Romantic
Tarja,Demons in You,0.922,0.329,133.119,0.15,0.00105,0.00367,4.0,0.491,5,284038,-4.021,0.146,1,Pop,Middle East Pop,Israeli Pop,nan
The Lonesome Trio,Whiskey Drink,0.382,0.0986,77.503,0.0333,0.852,5.6e-06,4.0,0.671,9,208274,-8.549,0.356,1,Traditional,Folk,Trad. Bluegrass,Easygoing
HB,Country Crickets Sleep Aid Loop,0.000896,0.0753,76.955,0.082,0.904,0.85,4.0,0.166,1,608000,-51.492,0.0204,1,Other,Data & Other,Data & Other,Peaceful
Noah Gundersen,Cigarettes,0.241,0.129,120.301,0.0424,0.533,0.000184,4.0,0.521,7,340773,-10.866,0.101,1,Rock,Alternative Roots,Roots Rock,Gritty
D'Angelo,Send It On,0.264,0.481,127.169,0.101,0.135,0.00332,3.0,0.795,5,357093,-11.783,0.342,1,Urban,Contemporary R&B/Soul,Neo-Soul,Cool
Tee Flii,24 Hours,0.638,0.173,100.01,0.0441,0.0392,4.83e-06,4.0,0.833,1,215987,-9.119,0.382,1,Alternative & Punk,Brit Rock,Brit Rock,Upbeat
Nickelback,Burn it to the Ground,0.913,0.366,132.047,0.0931,0.00037,0.463,4.0,0.617,11,210947,-3.449,0.681,1,Alternative & Punk,Alternative,Alternative Rock,Aggressive
The Sundays,Here's Where The Story Ends,0.593,0.0721,109.048,0.028,0.288,1.11e-06,4.0,0.625,7,234907,-10.926,0.841,1,Alternative & Punk,Indie Rock,Dream Pop,Empowering
Derrick Hodge,World Go Round,0.299,0.113,133.007,0.0637,0.625,0.887,4.0,0.855,1,268280,-17.872,0.705,1,Jazz,Bebop & Modern Jazz,Modern Jazz,Cool
Little Joy,The Next Time Around,0.605,0.128,120.019,0.0316,0.844,0.0711,4.0,0.748,10,156947,-7.987,0.964,1,Alternative & Punk,Indie Rock,Twee Pop,Easygoing
Johann Sebastian Bach,"Widerstehe doch der Snde, BWV 54: 1. Aria ""Widerstehe doch der Snde""",0.0698,0.108,113.76,0.0367,0.904,2.43e-05,4.0,0.457,4,418400,-21.935,0.266,1,Classical,Other Classical,Classical Vocal,Tender
Tears For Fears,Everybody Wants To Rule The World,0.8,0.113,112.055,0.0572,0.372,0.00553,4.0,0.638,7,251489,-12.077,0.565,1,Alternative & Punk,New Wave Pop,New Wave Pop,Urgent
Robert Ellis,The High Road,0.372,0.136,112.233,0.0359,0.921,0.033,3.0,0.43,7,216653,-9.233,0.113,1,Rock,Mainstream Rock,General Mainstream Rock,Sophisticated
Widowspeak,All Yours,0.507,0.188,128.041,0.0297,0.0521,0.722,4.0,0.588,7,222409,-8.15,0.506,1,Alternative & Punk,Indie Rock,Dream Pop,Gritty
Tedeschi Trucks Band,Calling Out To You,0.118,0.112,102.067,0.0358,0.964,0.00132,4.0,0.597,6,226160,-13.908,0.307,1,Traditional,Electric Blues,General Electric Blues,Sentimental
Guy Davis,Maybe I'll Go,0.247,0.107,79.403,0.047,0.873,0.00656,4.0,0.666,1,180527,-13.273,0.739,1,Traditional,Electric Blues,Contemporary Blues,Gritty
Nnenna Freelon,The Very Thought Of You,0.0767,0.115,91.091,0.0374,0.901,2.06e-05,4.0,0.416,3,361253,-16.032,0.209,1,Jazz,Jazz Vocals,Jazz Vocals,Sophisticated
AC/DC,Rock N Roll Train,0.931,0.278,118.4,0.0615,0.000998,0.0118,4.0,0.547,2,261507,-2.356,0.682,1,Rock,70's Rock,Classic Hard Rock,Urgent
Mo Vibez,DR777,0.476,0.0887,132.157,0.0737,0.0048,0.437,4.0,0.663,8,236364,-11.878,0.101,1,Electronica,Electronica Mainstream,Pop Electronica,Energizing
Alma Cogan,Tennessee Waltz,0.947,0.0913,109.589,0.0361,0.277,0.00161,4.0,0.538,5,133000,-4.086,0.899,1,Pop,Western Pop,Pop Vocal,Excited
Mauro Giuliani,"Variations on a Theme by Handel, Op. 107: The Variazioni su un tema di Handel, Op. 107",0.0365,0.0874,79.899,0.051,0.987,0.917,4.0,0.245,9,566293,-29.171,0.267,1,Classical,Other Classical,General Classical,nan
Pitbull,I Know You Want Me (Calle Ocho),0.731,0.131,127.076,0.159,0.0133,1.94e-05,4.0,0.82,9,237120,-6.02,0.805,1,Urban,Western Hip-Hop/Rap,General Hip-Hop/Rap,Cool
Colbie Caillat,Brighter Than The Sun,0.797,0.51,96.039,0.0347,0.00966,1.35e-06,4.0,0.633,9,230253,-5.812,0.596,1,Pop,Western Pop,Adult Alternative Pop,Excited
Clifford Brown,You Go To My Head,0.296,0.364,63.173,0.0492,0.889,0.676,4.0,0.454,5,262440,-8.225,0.438,1,Jazz,Bebop & Modern Jazz,Hard Bop,Sophisticated
Carla Bruni,Lady Weeping at the Crossroads,0.253,0.135,78.874,0.0403,0.686,1.59e-05,4.0,0.59,3,217893,-13.488,0.126,1,Pop,European Pop,French Pop,Gritty
Led Zeppelin,Heartbreaker,0.709,0.132,97.161,0.0885,0.0746,0.494,4.0,0.403,9,254133,-9.366,0.648,1,Rock,70's Rock,Classic Hard Rock,Aggressive
Jonn Hart,Get It Girl,0.718,0.126,96.002,0.122,0.0336,8.37e-05,4.0,0.937,7,196840,-5.84,0.84,1,Urban,Contemporary R&B/Soul,Urban Crossover,Defiant
The 1975,Me,0.307,0.0902,114.856,0.0325,0.897,0.856,3.0,0.391,2,274023,-14.032,0.0593,1,Alternative & Punk,Brit Rock,Brit Rock,Melancholy
For All We Know,Blind Me,0.77,0.0833,97.02,0.0271,0.359,0.359,3.0,0.559,3,248440,-8.971,0.258,1,Pop,Western Pop,Pop Vocal,Brooding
Jan Ladislav Dussek,"Piano Sonata, Op. 70 'Le retour  Paris': I. Allegro non troppo ed espressivo",0.101,0.118,93.295,0.0357,0.991,0.893,4.0,0.307,8,659227,-23.282,0.12,1,Classical,Classical Era,Classical Era Instrumental,Tender
Ringo Starr,Never Without You,0.73,0.301,112.064,0.0241,0.00433,2.1e-06,4.0,0.639,9,323853,-5.971,0.808,1,Pop,Western Pop,Singer-Songwriter,Yearning
The Lagoons,California,0.686,0.0416,119.997,0.0289,0.276,0.668,4.0,0.786,4,261773,-7.18,0.534,1,Pop,Western Pop,Pop Vocal,Yearning
Van Halen,Eruption,0.68,0.109,81.346,0.053,0.425,0.48,4.0,0.193,8,102133,-8.471,0.52,1,Rock,Hard Rock,General Hard Rock,Defiant
Delain,Hands Of Gold,0.965,0.154,112.444,0.0639,8.22e-06,0.00396,3.0,0.479,2,309501,-5.106,0.194,1,Rock,Metal,Progressive Metal,Aggressive
The Dirty Guv'nahs,The Benediction,0.444,0.0936,86.301,0.028,0.315,3.14e-06,4.0,0.547,11,184186,-9.208,0.417,1,Pop,Western Pop,Pop Vocal,nan
Sun Kil Moon,Among the Leaves,0.256,0.0774,99.849,0.0433,0.707,0.00222,4.0,0.622,3,211467,-18.226,0.595,1,Alternative & Punk,Indie Rock,Slowcore,Sentimental
Rinaldo Alessandrini,"Cruda Amarilli, che col nome ancora",0.0114,0.293,171.801,0.0422,0.975,0.000217,4.0,0.0818,6,198867,-32.48,0.0387,1,Classical,Other Classical,General Classical,Peaceful
Rise Against,Life Less Frightening,0.951,0.217,180.066,0.0704,0.00798,0.00284,4.0,0.485,1,224013,-2.668,0.324,1,Alternative & Punk,Punk,Hardcore Punk,Defiant
Park Hyo Shin,The Dreamer (I am A Dreamer),0.323,0.111,80.485,0.0328,0.651,0.000291,4.0,0.454,6,274803,-9.771,0.152,1,Pop,Western Pop,Pop Vocal,nan
Anonymous,On the Town: Some Other Time (arr. for cello and piano),0.0831,0.0946,70.576,0.0378,0.994,0.906,4.0,0.338,10,137053,-21.027,0.211,1,Rock,70's Rock,Classic Soft Rock,Yearning
David Geringas,"Concerto No. 9 in B-Flat Major, G. 482: I. Allegro moderato",0.105,0.264,131.051,0.045,0.991,0.854,4.0,0.369,10,485533,-22.424,0.386,1,Classical,Other Classical,General Classical,Tender
Lead Belly,Black Betty,0.128,0.148,104.285,0.433,0.992,0.000594,4.0,0.708,8,185547,-15.678,0.198,1,Traditional,Acoustic Blues,Country Blues,Serious
Reckless Kelly,How Can You Love Him (You Don't Even Like Him),0.797,0.16,124.95,0.0345,0.000749,0.096,4.0,0.526,2,181224,-5.292,0.515,1,Traditional,Country,Alternative Country,Empowering
Sergei Prokofiev,"Voyna i mir (War and Peace), Op. 91: Scene 2: When I was at Otradnoye in May (Prince Andrey)",0.17,0.0403,178.829,0.0761,0.933,0.435,3.0,0.242,7,410533,-22.651,0.0956,1,Classical,Other Classical,General Classical,Serious
Muzio Clementi,"Keyboard Sonatina In D Major, Op. 36, No. 6: I. Allegro Con Spirito",0.228,0.125,80.734,0.0435,0.991,0.953,4.0,0.354,9,207360,-21.623,0.595,1,Classical,Classical Era,Classical Era Instrumental,nan
The Sax Pack,The Sax Pack,0.691,0.0553,98.971,0.0326,0.223,0.662,4.0,0.782,7,216689,-5.594,0.716,1,Jazz,Bebop & Modern Jazz,Modern Jazz,Sensual
The Strokes,Is This It,0.692,0.349,96.021,0.0285,0.147,3.75e-05,4.0,0.667,5,151333,-8.361,0.85,1,Alternative & Punk,Garage Rock Revival,Garage Rock Revival,Urgent
Antonio Estvez,"Cantata criolla, ""Florentino, el que canto con el Diablo"": I. Lento e cadencioso",0.0736,0.0751,75.392,0.0397,0.945,0.235,4.0,0.155,2,1047240,-20.346,0.0362,1,Classical,Other Classical,General Classical,nan
Franz Liszt,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",0.0342,0.1,60.228,0.0406,0.991,0.92,3.0,0.343,8,270000,-25.591,0.0379,1,Classical,Other Classical,Classical Solo Instrumental,Tender
The Ocean,Bathyalpelagic I: Impasses,0.761,0.169,100.027,0.0355,7.83e-05,0.00674,3.0,0.309,5,264507,-5.735,0.197,1,Rock,Metal,Progressive Metal,Defiant
Frdric Chopin,"Piano Sonata No. 2, Op. 35: I. Grave. Doppio movimento",0.155,0.0993,137.397,0.0398,0.993,0.867,4.0,0.371,1,436440,-19.407,0.0397,1,Classical,Other Classical,Classical Solo Instrumental,Tender
Botnek,Losing My Mind,0.998,0.332,128.001,0.207,0.00195,2.25e-05,4.0,0.608,5,153750,-1.902,0.167,1,Electronica,House,General House,Aggressive
The Second Bird,I Need to Cry,0.318,0.117,128.088,0.0291,0.0685,0.000105,4.0,0.598,7,244500,-9.032,0.252,1,Traditional,Electric Blues,General Blues,Empowering
Richard Wagner,"Tristan und Isolde, Act III, Dritte Szene: Mild und leise wie er lchelt (Isolde)",0.14,0.117,65.525,0.0419,0.933,0.00876,4.0,0.24,11,401587,-19.212,0.0304,1,Classical,Other Classical,General Classical,Serious
Tweet,I Didn't Know,0.35,0.103,126.355,0.0501,0.726,3.28e-06,3.0,0.576,11,186516,-9.817,0.282,1,Urban,Contemporary R&B/Soul,Urban Crossover,Sensual
Alicia Keys,Girl On Fire,0.706,0.105,92.494,0.0609,0.135,0.00106,4.0,0.482,9,224920,-5.762,0.138,1,Urban,Contemporary R&B/Soul,Urban AC,Sophisticated
Mississippi John Hurt,Coffee Blues,0.0785,0.0903,104.233,0.0503,0.964,0.00014,4.0,0.61,9,227733,-20.543,0.766,1,Traditional,Acoustic Blues,Country Blues,Gritty
Tennis,Tell Her No,0.677,0.126,134.709,0.0278,0.621,0.461,4.0,0.61,6,130380,-6.23,0.911,1,Alternative & Punk,Indie Rock,Twee Pop,Yearning
Favorite Kids Stories,My Little Dog,0.338,0.0977,109.748,0.462,0.824,2.38e-05,5.0,0.752,3,27960,-9.548,0.204,1,Other,Children's,General Children's Music,Easygoing
Prof.logik,What Do Your Dreams Sound Like,0.589,0.0931,172.487,0.275,0.14,0.919,4.0,0.418,2,140000,-5.603,0.751,1,Electronica,Dance & Club,Club Dance,Energizing
Chaka Khan,Ain't Nobody,0.891,0.136,104.315,0.0439,0.197,9.04e-05,4.0,0.794,1,281773,-6.918,0.813,1,Urban,Contemporary R&B/Soul,Pop Soul,Fiery
Missouri Quiet,In a Maze of Time,0.977,0.171,115.92,0.191,0.000469,0.901,4.0,0.307,6,234120,-2.246,0.221,1,Rock,Metal,Death Metal,nan
Echos,Coda,0.328,0.0581,89.957,0.0329,0.133,0.938,4.0,0.187,8,162231,-10.33,0.0385,1,Electronica,Electronica Mainstream,Pop Electronica,Peaceful
Train,Wonder What You're Doing for the Rest of Your Life,0.874,0.307,136.001,0.0397,0.0246,0.00016,4.0,0.793,9,203760,-3.92,0.967,1,Rock,Adult Alternative Rock,Adult Alternative Rock,Excited
Nothing,Vertigo Flowers,0.95,0.33,151.821,0.051,6.34e-05,0.313,4.0,0.167,4,204976,-4.736,0.165,1,Alternative & Punk,Indie Rock,Shoegazer,Defiant
Ennio Morricone,Four Interludes,0.0476,0.0918,68.385,0.0441,0.916,0.57,4.0,0.07,10,116133,-27.667,0.0714,1,Soundtrack,Original Film/TV Music,General Film Music,Peaceful
St. South,Slacks,0.528,0.0782,126.013,0.0865,0.769,4.9e-06,4.0,0.751,11,206635,-9.582,0.325,1,Electronica,Electronica Mainstream,Pop Electronica,nan
Francesco Landini,Echo la primavera,0.0337,0.0925,85.228,0.0522,0.994,0.00024,4.0,0.218,5,77893,-27.936,0.37,1,Pop,European Pop,Mediterranean Pop,Brooding
Venus and the Moon,Die Slow,0.105,0.0831,113.1,0.0395,0.914,0.00672,3.0,0.393,7,256900,-17.759,0.194,1,Pop,Western Pop,Pop Vocal,Melancholy
Sarah Blasko,Don't Dream It's Over,0.381,0.0827,149.922,0.0287,0.531,0.0527,4.0,0.54,2,282240,-10.89,0.123,1,Pop,Western Pop,Adult Alternative Pop,Fiery
Gurr,Moby Dick,0.654,0.128,176.885,0.0429,0.413,0.0021,4.0,0.485,4,161750,-8.122,0.607,1,Alternative & Punk,Alternative,Alternative Rock,Gritty
Pablo de Sarasate,"Nocturne-serenade, Op. 45",0.0497,0.0632,108.402,0.0462,0.901,0.595,4.0,0.228,10,383120,-28.699,0.0907,1,Classical,Romantic Era,Romantic Era Instrumental,Stirring
Laidback Luke,To The Beat (feat. Hawkboy),0.959,0.118,128.007,0.037,0.00152,0.165,4.0,0.688,1,157500,-2.71,0.277,1,Electronica,Trance,Trance,Energizing
Roxy Music,More Than This,0.552,0.106,128.494,0.0255,0.0424,0.039,4.0,0.657,6,272857,-11.77,0.766,1,Rock,Hard Rock,Glam,Yearning
Capitol K,Pillow,0.727,0.0111,138.14,0.0341,0.00553,0.0189,4.0,0.689,1,192507,-5.9,0.931,1,Electronica,Electronica Fusion,Ethno-Lounge Electronica,Excited
Dwight Yoakam,Second Hand Heart,0.896,0.106,113.035,0.033,0.000425,9.17e-05,4.0,0.586,7,259520,-4.434,0.75,1,Traditional,Classic Country,Neo-Traditional Country,Upbeat
Howlin' Wolf,Spoonful,0.466,0.0835,119.108,0.0426,0.708,0.000267,4.0,0.854,9,163360,-8.997,0.648,1,Traditional,Electric Blues,Chicago Blues,Lively
Ice Cube,Smoke Some Weed,0.849,0.104,85.96,0.242,0.021,0.00449,4.0,0.741,8,226520,-4.407,0.497,1,Urban,Western Hip-Hop/Rap,Gangsta Rap,Cool
The Black Keys,Everlasting Light,0.582,0.354,181.039,0.0483,0.127,0.00632,4.0,0.641,4,203773,-6.554,0.725,1,Alternative & Punk,Garage Rock Revival,Garage Rock Revival,Rowdy
Rebelution,Count Me In,0.661,0.0687,92.015,0.0304,0.0204,0.000107,4.0,0.8,7,189613,-8.291,0.586,1,Other,Reggae,Other Reggae,Sensual
Hypothermia,Efterglod,0.429,0.102,182.23,0.0351,0.000819,0.839,3.0,0.205,10,440085,-9.909,0.0464,1,Rock,Metal,Heavy Metal,Brooding
Goldfinger,Superman,0.935,0.0821,194.902,0.0538,0.000129,0.000141,4.0,0.436,2,185600,-3.946,0.921,1,Alternative & Punk,Ska Revival,Ska Punk,Urgent
Steve Cole,Reverence,0.557,0.192,93.997,0.0275,0.468,0.892,4.0,0.659,5,303693,-6.479,0.314,1,Jazz,Smooth Jazz,Smooth Jazz Instrumental,Sensual
