artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,mood_1
Wilderado,Morning Light,0.582,0.0847,76.049,0.0285,0.00592,2.39E-05,4,0.457,9,220253,-4.971,0.325,1,Defiant
Junkie XL,Maximum Effort,0.894,0.111,133.718,0.0859,0.0336,0.794,4,0.521,2,128000,-9.597,0.106,1,Aggressive
Italian Restaurant Music of Italy,Sad Italian Song,0.208,0.11,88.026,0.04,0.992,0.934,4,0.57,2,91547,-13.178,0.564,1,Sad
B.B. King,Sweet Sixteen,0.531,0.701,111.934,0.0746,0.3,0.000386,4,0.52,1,260960,-9.397,0.66,1,Stirring
Bert Kaempfert,La Vie En Rose,0.337,0.0899,107.802,0.0269,0.762,0.498,3,0.367,8,158973,-6.785,0.417,1,Energetic
Sergei Rachmaninoff,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale: Allegro",0.313,0.0662,104.793,0.0323,0.947,0.908,4,0.337,10,709560,-16.39,0.113,1,Serious
Pearl Jam,Alive,0.83,0.255,74.992,0.0415,0.00636,9.86E-06,4,0.325,2,341160,-7.615,0.527,1,Energetic
Split Enz,I Got You,0.43,0.122,125.705,0.0367,0.0633,7.90E-05,4,0.679,2,211000,-13.895,0.827,1,Energetic
Mammoth Storm,Vultures Prey,0.772,0.302,115.027,0.0407,0.0827,0.513,4,0.402,3,401890,-7.702,0.166,1,Defiant
Buffalo Springfield,For What It's Worth,0.519,0.101,98.883,0.0497,0.406,0.0209,4,0.653,2,153693,-10.164,0.823,1,Tender
Bush,Glycerine,0.269,0.0989,114.194,0.0337,0.0586,0.0024,4,0.442,5,266507,-14.201,0.0849,1,Sad
Polish National Radio Symphony Orchestra,Symphony No. 3,0.07,0.201,102.053,0.0432,0.948,0.576,3,0.186,1,1893667,-23.465,0.0371,1,Serious
The Struts,Kiss This,0.966,0.169,186.018,0.116,0.00104,0.00348,4,0.43,8,177840,-3.752,0.808,1,Energetic
12th Planet,Light Up (feat. Elan Atias) - Original Mix,0.851,0.344,144.988,0.145,0.000125,0.024,4,0.717,6,185379,-1.829,0.114,1,Aggressive
Adam X,Farebeat,0.952,0.0672,121.714,0.0852,0.0269,0.000292,4,0.808,9,429750,-14.593,0.0612,1,Energetic
Bon Iver,Holocene,0.304,0.126,147.989,0.0302,0.943,0.303,4,0.375,1,336613,-14.52,0.151,1,Romantic
Cathy Davey,In He Comes,0.491,0.105,90.055,0.023,0.669,1.14E-06,4,0.714,6,237093,-8.043,0.597,1,Sensual
James Blake,I Need A Forest Fire,0.309,0.105,129.011,0.0438,0.671,0.84,4,0.415,2,257220,-11.788,0.0386,1,Sad
Benny Benassi,Danceaholic,0.771,0.0303,128.008,0.0555,0.000591,0.83,4,0.777,2,215092,-5.699,0.524,1,Energetic
Simon McBride,Don't Be a Fool,0.878,0.146,118.001,0.0396,0.112,0.0282,4,0.604,6,227933,-5.294,0.718,1,Energetic
Giovanni Battista Pergolesi,"Concerto for Flute, Strings, and Continuo in G: 1. Spiritoso",0.175,0.553,111.796,0.0597,0.975,0.799,4,0.597,2,250240,-17.336,0.856,1,Tender
Bad Suns,Cardiac Arrest,0.88,0.0539,94.011,0.042,0.0521,0.000717,4,0.616,1,182518,-3.59,0.757,1,Sensual
Ashcloud,Children of the Chainsaw,0.994,0.343,120.062,0.166,7.07E-05,0.992,4,0.4,9,182828,-2.586,0.0369,1,Aggressive
Beyonc,"Me, Myself and I",0.458,0.137,83.61,0.0803,0.226,3.25E-05,4,0.75,1,301133,-9.092,0.53,1,Sensual
Isobel Anderson,Waiting For You,0.3,0.182,120.568,0.0327,0.565,0.00166,4,0.342,2,186619,-10.49,0.141,1,Sad
Marilyn Manson,mOBSCENE,0.948,0.207,130.072,0.0892,6.14E-05,0.00042,4,0.548,2,205720,-3.965,0.404,1,Aggressive
Brothers Osborne,21 Summer,0.894,0.102,112.012,0.0349,0.0252,4.80E-05,4,0.649,2,214387,-6.883,0.603,1,Energetic
Germaine Tailleferre,Concerto pour piano,0.245,0.246,105.351,0.0324,0.992,0.885,4,0.459,2,292587,-17.465,0.504,1,Serious
John Coltrane,Mr. Day,0.532,0.129,113.167,0.0534,0.765,0.16,4,0.496,11,473600,-12.199,0.678,1,Sentimental
Inter Arma,Transfiguration,0.828,0.159,88.116,0.0639,0.00125,0.648,4,0.188,6,550213,-8.819,0.121,1,Aggressive
MS MR,Hurricane,0.68,0.247,89.938,0.0357,0.231,0.000179,4,0.564,2,226373,-6.487,0.252,1,Yearning
Hopeton Lewis,Express Yourself,0.506,0.196,82.718,0.119,0.328,0.17,4,0.768,1,154134,-12.434,0.924,1,Cool
pothOles,Chauma - Original Mix,0.844,0.367,99.994,0.0352,0.0129,0.801,4,0.609,11,290540,-8.402,0.769,1,Sad
Ludwig van Beethoven,"Beethoven: Symphony No. 3 in E-Flat Major, Op. 55, 'Eroica': I. Allegro con brio",0.0677,0.288,82.097,0.0388,0.951,0.775,3,0.247,3,962067,-19.563,0.15,1,Peaceful
Frdric Chopin,"Polonaise No. 6 in A-Flat Major, Op. 53 ""Heroic""",0.498,0.704,79.023,0.0533,0.981,0.864,3,0.228,8,441013,-20.596,0.358,1,Stirring
Karol Szymanowski,Mythes Op.30: I. La Fontaine d'Arthuse,0.0877,0.0447,91.867,0.0479,0.98,0.0293,3,0.167,1,309333,-22.997,0.0322,1,Serious
Chris Botti,The Very Thought Of You,0.0537,0.0973,75.63,0.0383,0.97,0.0382,4,0.328,5,292013,-21.134,0.157,1,Sentimental
CHVRCHES,Clearest Blue,0.832,0.0648,123.03,0.0333,0.017,0.00186,4,0.641,1,233769,-5.873,0.164,1,Excited
Prom,Let It Out,0.802,0.179,99.992,0.0319,0.00202,0.522,4,0.549,2,210165,-5.205,0.296,1,Excited
Neneh Cherry,Buffalo Stance - 12'' Version,0.627,0.338,107.248,0.0614,0.0113,3.13E-05,4,0.708,1,342360,-11.155,0.773,1,Energetic
Creedence Clearwater Revival,Up Around The Bend,0.85,0.305,130.271,0.0344,0.065,0.63,4,0.583,2,161467,-6.043,0.856,1,Excited
Viktoria Tolstoy,Midnight Sun,0.246,0.109,119.474,0.0353,0.834,2.95E-05,4,0.482,7,275440,-12.141,0.061,1,Sophisticated
Band of Horses,Solemn Oath,0.742,0.137,110.03,0.032,0.00106,5.79E-05,4,0.512,4,240187,-4.309,0.35,1,Sad
Little Eva,The Locomotion,0.782,0.304,128.973,0.0574,0.709,0.0215,4,0.629,3,139120,-9.595,0.761,1,Energetic
The Alan Parsons Project,Breakdown,0.719,0.102,169.951,0.0701,0.208,0.0133,4,0.365,2,233187,-5.336,0.599,1,Gritty
Frank Sinatra,Someone to Watch Over Me,0.151,0.321,91.783,0.0418,0.947,9.15E-06,3,0.204,2,198000,-17.842,0.13,1,Romantic
Franois Couperin,Les Baricades Mistrieuses (6e ordre),0.0946,0.101,110.502,0.0365,0.99,0.933,4,0.191,10,100347,-25.59,0.352,1,Tender
Alan Walker,Spectre,0.758,0.125,127.946,0.0483,0.000875,0.331,4,0.804,4,230635,-4.819,0.435,1,Excited
Kaia Kater,Saint Elizabeth,0.279,0.0801,116.159,0.0419,0.929,0.000116,4,0.519,8,239093,-11.821,0.377,1,Easygoing
Darcy James Argue's Secret Society,Transit,0.433,0.112,120.851,0.032,0.462,0.89,4,0.33,2,420947,-8.4,0.141,1,Energetic
New Keepers of the Water Towers,Escape Aleph Minor,0.909,0.104,173.08,0.0613,0.0113,0.288,4,0.262,10,318000,-6.569,0.0709,1,Sad
Porter Robinson,Sea Of Voices,0.439,0.071,127.311,0.0306,0.214,0.573,4,0.211,2,298981,-8.103,0.0395,1,Yearning
William Boyce,"Symphony No. 1 in B-Flat Major, Op. 2, ""New Year Ode"": I. Allegro",0.128,0.25,86.204,0.0446,0.95,0.927,4,0.43,9,175787,-23.366,0.708,1,Tender
nan,Go (Korean Ver.),0.431,0.0994,85.401,0.0317,0.544,0.000193,4,0.348,10,191540,-8.807,0.195,1,Excited
Sun Kil Moon,I Know Its Pathetic But That Was the Greatest Night of My Life,0.0617,0.109,139.416,0.0413,0.951,0.00048,3,0.486,3,107080,-22.02,0.592,1,Sentimental
Alexander Brown,Hallelujah,0.739,0.13,122.085,0.0349,0.209,0.00369,4,0.662,8,206080,-5.764,0.151,1,Energetic
Young Dubliners,Bodhran,0.878,0.112,121.812,0.0374,0.00168,0.783,4,0.567,9,132360,-8.088,0.892,1,Energetic
Gioachino Rossini,"Demetrio e Polibio / Act I / Scene 2: ""Pien di contento in seno""",0.273,0.128,96.202,0.125,0.977,0.0113,4,0.403,4,250053,-17.463,0.309,1,Tender
Mikls Rzsa,Love Theme - From Ben Hur,0.196,0.124,94.25,0.0416,0.846,0.279,4,0.193,5,182627,-17.791,0.0376,1,Serious
Modest Mussorgsky,"Mussorgsky: Pictures at an Exhibition: No. 7, Bydlo",0.0117,0.117,94.569,0.0304,0.98,0.96,4,0.23,9,169933,-22.623,0.0398,1,Serious
Julia Wolfe,Vermeer Room,0.0815,0.212,96.223,0.0352,0.857,0.839,4,0.175,6,700200,-19.694,0.0348,1,Sad
The HillBenders,Pinball Wizard,0.538,0.0878,130.099,0.0438,0.82,9.63E-05,4,0.548,2,223973,-7.395,0.288,1,Easygoing
Tom T. Hall,I Love,0.312,0.134,91.974,0.0266,0.883,0.236,4,0.544,4,125667,-12.146,0.523,1,Romantic
Jets To Brazil,Sweet Avenue,0.452,0.0849,88.776,0.031,0.193,3.21E-06,4,0.444,4,314667,-9.298,0.288,1,Sad
Rihanna,Bitch Better Have My Money,0.728,0.257,102.99,0.0621,0.0509,1.94E-06,4,0.781,1,219306,-4.981,0.376,1,Excited
Eric Clapton,Wonderful Tonight,0.208,0.123,95.539,0.0295,0.666,0.14,4,0.57,7,225027,-15.661,0.505,1,Energetic
Sofia Gubaidulina,"Stimmen  Verstummen, ""Symphony in 12 movements"": VIII. ",0.147,0.324,136.003,0.0549,0.939,0.722,4,0.211,5,667800,-21.738,0.0378,1,Serious
Suicidal Angels,Division of Blood,0.981,0.185,168.93,0.071,5.37E-05,0.085,4,0.471,9,312213,-4.685,0.464,1,Defiant
Just A Gent,Limelight (feat. R O Z E S),0.739,0.128,119.965,0.0742,0.517,0.00102,4,0.694,8,211130,-2.078,0.583,1,Sensual
Refused,New Noise,0.667,0.405,105.917,0.0587,0.00752,0.00664,4,0.686,9,310200,-10.263,0.332,1,Sad
Blitzen Trapper,Shine On,0.952,0.0644,97.001,0.0565,0.66,0.00626,4,0.716,2,193880,-4.585,0.914,1,Energetic
Oceansize,Ornament/The Last Wrongs,0.311,0.241,89.153,0.033,0.00851,0.712,3,0.175,5,563373,-11.665,0.0926,1,Sad
Patricia Kaas,Et S'il Fallait Le Faire,0.581,0.905,184.744,0.0848,0.552,4.11E-06,3,0.259,9,227307,-8.383,0.228,1,Sophisticated
Sly & Robbie,Jah In Dub,0.274,0.0522,149.451,0.076,0.0156,0.881,4,0.779,4,212107,-16.647,0.88,1,Energetic
Chicane,Fibreglasses - Radio Edit,0.907,0.0983,125.985,0.034,0.059,0.901,4,0.607,8,192381,-7.624,0.795,1,Excited
High On Fire,Fertile Green,0.961,0.0692,111.297,0.0727,1.10E-05,0.773,4,0.271,7,285387,-4.664,0.518,1,Aggressive
Immoralist,Marked Ones (feat. Alex Terrible),0.968,0.738,113.454,0.178,0.0049,4.24E-05,4,0.277,1,190898,-4.869,0.192,1,Aggressive
The Temper Trap,Sweet Disposition,0.807,0.117,129.106,0.0443,0.0673,0.21,4,0.54,2,236333,-6.964,0.296,1,Sad
Louis Armstrong,See See Rider - 1983 Satchmo Version,0.097,0.521,81.733,0.0659,0.734,1.31E-05,4,0.498,10,211907,-22.164,0.495,1,Energetic
Liv Dawson,Tapestry,0.353,0.106,111.696,0.0758,0.703,0.000253,4,0.429,8,229021,-9.038,0.172,1,Sensual
Cherub,Doses & Mimosas,0.65,0.0356,114.507,0.106,0.139,0.000102,4,0.767,5,323480,-7.379,0.372,1,Sensual
Wyvern Lingo,Run,0.587,0.111,74,0.0376,0.15,0.00268,4,0.621,7,211093,-7.537,0.389,1,Yearning
Wolfgang Amadeus Mozart,"The Marriage of Figaro / ""Duettino"" Sull 'Aria",0.0492,0.246,119.088,0.055,0.984,7.46E-06,3,0.269,10,212427,-24.575,0.114,1,Tender
Gryffin,Heading Home - Le Youth Remix,0.865,0.059,124.041,0.359,0.00536,0.0154,4,0.755,11,240253,-5.318,0.766,1,Defiant
William McDowell,You Are God Alone,0.871,0.922,167.021,0.123,0.0185,2.42E-06,4,0.328,8,434547,-4.596,0.257,1,Energetic
Kyle Dixon,This Isn't You,0.0192,0.0878,79.875,0.0372,0.98,0.872,4,0.129,11,143880,-29.223,0.0347,1,Peaceful
Kivanc Kilicer,One of a Kind,0.94,0.151,75.021,0.0649,0.000109,0.462,4,0.424,7,302438,-3.906,0.361,1,Aggressive
Keith Jarrett,Birth,0.119,0.0972,103.886,0.039,0.959,0.682,4,0.392,5,376546,-18.487,0.185,1,Sentimental
The Wailers,I Shot The Sheriff,0.641,0.0704,96.806,0.171,0.313,2.22E-05,4,0.799,8,281027,-9.33,0.72,1,Energetic
George Frideric Handel,"Eternal Source of Light Divine (Ode for the Birthday of Queen Anne), HWV 74",0.0845,0.101,69.949,0.0446,0.955,0.675,3,0.105,1,230787,-19.665,0.0519,1,Romantic
Antonn Dvok,"Symphony No.9 In E Minor, Op.95, B. 178 ""From The New World"": 2. Largo",0.00669,0.0662,84.327,0.042,0.936,0.821,4,0.0851,1,747000,-33.526,0.0363,1,Peaceful
Elizabeth Mitchell,You Are My Sunshine (Version 1),0.179,0.213,172.046,0.0356,0.908,0.000458,4,0.477,8,168827,-17.071,0.604,1,Sentimental
Feist,Brandy Alexander,0.171,0.225,70.087,0.0355,0.431,0.003,4,0.629,2,216080,-10.845,0.152,1,Sad
Ralf Yusuf Gawlick,"Kinderkreuzzug, Op. 13: Wenn ich die Augen schliesse",0.0612,0.127,81.956,0.0422,0.976,0.356,4,0.211,8,492987,-25.072,0.0364,1,Sad
Natalie Cole,Miss You Like Crazy,0.546,0.0707,131.123,0.0267,0.633,0.00381,4,0.596,2,234280,-6.251,0.257,1,Energetic
Codeko,Afterglow,0.849,0.332,128.014,0.0436,0.00601,0.0106,4,0.534,4,248437,-4.062,0.476,1,Energetic
Icona Pop,I Love It (feat. Charli XCX) - Original Version,0.905,0.146,125.927,0.0289,0.00855,2.55E-05,4,0.714,8,155337,-2.663,0.824,1,Excited
MGMT,Kids,0.931,0.361,122.961,0.0719,0.00076,0.0049,4,0.451,9,302840,-3.871,0.182,1,Sad
Rilo Kiley,Silver Lining,0.53,0.0929,117.11,0.0288,0.289,4.54E-05,4,0.709,7,216973,-4.985,0.686,1,Yearning
Terravita,Endangered Species,0.904,0.386,174.983,0.107,0.00092,0.831,4,0.531,1,295816,-4.23,0.487,1,Aggressive
John Coltrane,26-2,0.32,0.253,97.637,0.0338,0.511,3.69E-05,4,0.576,5,373000,-16.74,0.477,1,Sentimental
George Frideric Handel,"Giulio Cesare in Egitto, HWV 17 (Sung in English): Act III Scene 1: Flow, my tears (Cleopatra)",0.0285,0.0839,77.799,0.0534,0.947,2.39E-05,4,0.168,4,410907,-26.9,0.0794,1,Tender
King Creosote,My Favourite Girl - single version,0.305,0.114,79.949,0.0303,0.605,0.159,4,0.452,5,334813,-11.832,0.0779,1,Sentimental
Maurice Ravel,Une barque sur l'ocan: Trs souple de rythme,0.0414,0.115,78.618,0.04,0.9,0.784,4,0.073,9,479000,-28.584,0.0349,1,Serious
Dirty South,City Of Dreams - Radio Edit,0.815,0.357,127.964,0.0359,0.0028,0.00593,4,0.476,4,226867,-5.073,0.144,1,Excited
Nari & Milani,Camino Del Sol,0.996,0.152,127.97,0.126,0.00405,0.0285,4,0.645,6,146250,-3.237,0.649,1,Energetic
Fennesz,Haru,0.0753,0.389,73.017,0.0361,0.981,0.849,4,0.155,1,281560,-22.947,0.231,1,Sentimental
John Joseph Brill,The Grape and the Grain,0.186,0.109,144.19,0.0416,0.936,0.147,3,0.615,7,171250,-17.937,0.433,1,Sad
Jackson Browne,The Load Out,0.342,0.485,105.395,0.0351,0.67,0.000104,4,0.512,7,335427,-10.774,0.319,1,Gritty
B.B. King,Everyday (I Have The Blues),0.628,0.232,105.214,0.0347,0.0719,0.00325,4,0.529,3,169640,-9.586,0.667,1,Energetic
Tep No,The Best Crew - Galloway Remix,0.719,0.154,118.019,0.037,0.138,5.32E-05,3,0.675,6,188724,-8.146,0.25,1,Excited
Ernst Krenek,"Lamentatio Jeremiae Prophetae for Mixed Chorus a Capella, Op. 93: I. In Coena Domini, Lectio Prima",0.0361,0.0928,71.857,0.0652,0.99,0.00867,3,0.108,1,563667,-29.399,0.0279,1,Sad
Big Little Lions,Fills Me Up,0.748,0.111,119.991,0.0329,0.00184,0.00493,4,0.721,1,175690,-6.638,0.4,1,Energetic
Slum Village,Fall in Love,0.549,0.119,91.211,0.202,0.0669,0.00342,4,0.738,1,235200,-8.018,0.769,1,Cool
Insomnium,"Winter's Gate, Pt. 4",0.974,0.116,97.481,0.256,0.000167,0.223,3,0.131,7,326263,-5.872,0.0362,1,Defiant
Ethernity,XIII (Thirteen),0.935,0.0884,175.034,0.194,0.00257,0.00985,4,0.365,11,417296,-5.085,0.2,1,Aggressive
Obscure Sphinx,Decimation,0.867,0.574,114.796,0.0505,2.54E-05,0.846,4,0.433,7,430987,-5.91,0.209,1,Defiant
XTC,Making Plans For Nigel - 2001 - Remaster,0.893,0.0741,149.97,0.0454,0.0143,5.29E-06,4,0.632,7,253800,-6.04,0.775,1,Energetic
Eliane Elias,Time Alone,0.128,0.217,104.55,0.0325,0.945,0.376,3,0.289,10,396920,-18.567,0.0639,1,Sentimental
DJ Snake,Propaganda - Dillon Francis Remix,0.961,0.116,109.971,0.0606,0.000371,0.121,4,0.678,1,198227,-3.135,0.359,1,Excited
Black Sabbath,Iron Man,0.767,0.0384,154.97,0.0742,0.00344,0.00318,4,0.338,9,354773,-11.51,0.506,1,Energetic
Sea Wolf,Old Friend,0.647,0.0837,147.419,0.029,0.248,0.00019,4,0.658,7,237160,-8.157,0.82,1,Sad
Dawes,When My Time Comes,0.501,0.113,115.199,0.0434,0.722,0.00245,4,0.327,9,308373,-8.885,0.374,1,Yearning
Tribal Tech,Face First,0.887,0.127,123.935,0.0529,0.0277,0.906,4,0.566,7,424973,-10.24,0.522,1,Energetic
Bla Bartk,"Concerto for Orchestra, BB 123: I. Introduzione: Andante non troppo - Allegro vivace",0.0231,0.104,89.027,0.0432,0.94,0.709,4,0.157,1,627733,-25.31,0.0366,1,Serious
Django Reinhardt,Out Of Nowhere,0.218,0.182,121.352,0.0683,0.891,0.819,4,0.673,8,200253,-15.757,0.595,1,Gritty
The Black Eyed Peas,Boom Boom Pow,0.848,0.136,130.115,0.0922,0.151,0.000843,4,0.868,9,251427,-6.049,0.345,1,Cool
The Voyagers,Force,0.909,0.0826,127.97,0.0572,0.0053,0.815,4,0.672,1,224600,-4.414,0.364,1,Energetic
GLOWINTHEDARK,Rave Century - Original Mix,0.98,0.107,127.995,0.116,0.0409,0.0352,4,0.672,2,313876,-3.228,0.494,1,Aggressive
Johnny Mathis,Chances Are,0.254,0.107,77.512,0.0343,0.897,3.25E-06,1,0.31,10,181400,-12.2,0.292,1,Romantic
Salvatore Sciarrino,Sui poemi concentrici I,0.0563,0.234,62.257,0.0452,0.0256,0.76,4,0.0708,1,2860280,-26.632,0.0338,1,Serious
The Chainsmokers,Roses - King Arthur Remix,0.777,0.151,124.99,0.0302,0.00433,0.748,4,0.619,4,184573,-8.478,0.552,1,Excited
Kenny G,Songbird,0.473,0.145,135.659,0.03,0.0551,0.787,4,0.466,7,303253,-9.233,0.113,1,Sensual
Darren Korb,In Case of Trouble,0.799,0.307,92.994,0.0426,0.0623,0.795,4,0.566,2,176532,-6.448,0.168,1,Yearning
Antonio Soler,"Concerto No. 1 in C Major, R. 463: I. Andante",0.27,0.059,128.759,0.033,0.575,0.937,4,0.405,6,251929,-14.704,0.686,1,Peaceful
Cornell Campbell,My Confession,0.367,0.0995,136.606,0.0621,0.362,0.463,4,0.797,10,171987,-11.313,0.687,1,Energetic
Bodyjar,Not The Same,0.97,0.176,111.259,0.119,0.000181,8.73E-05,4,0.491,9,190653,-4.982,0.341,1,Defiant
Manuel de Falla,Fantasia btica,0.0565,0.095,166.727,0.0411,0.994,0.884,3,0.301,4,789533,-21.249,0.0461,1,Serious
Creedence Clearwater Revival,Up Around The Bend,0.913,0.154,130.249,0.0383,0.0228,0.678,4,0.611,2,162853,-5.241,0.727,1,Excited
Erin Boheme,Let's Make The Most Of A Beautiful Thing,0.201,0.153,111.835,0.0318,0.938,0.00179,4,0.328,1,279347,-12.059,0.111,1,Romantic
Florida Georgia Line,Dirt,0.875,0.118,121.976,0.0487,0.0661,1.59E-05,4,0.554,2,230587,-4.185,0.534,1,Yearning
Jimi Hendrix,Who Knows - Live At The Fillmore East,0.631,0.204,84.71,0.0399,0.0147,0.751,4,0.571,11,236080,-10.352,0.7,1,Energetic
Tony Bennett,Fly Me To The Moon,0.127,0.182,87.127,0.0292,0.938,0.0111,4,0.311,8,249667,-15.463,0.104,1,Sentimental
Nickel Creek,Smoothie Song,0.516,0.0921,109.882,0.0384,0.544,0.0283,4,0.526,7,200800,-11.034,0.508,1,Energetic
Helios,It Was Warmer Then,0.443,0.108,149.939,0.0279,0.538,0.925,4,0.575,9,318701,-11.801,0.124,1,Sad
B.B. King,Ain't Nobody Home,0.739,0.0423,92.536,0.0309,0.131,4.40E-05,4,0.729,1,299533,-8.7,0.928,1,Energetic
Gregory Alan Isakov,The Stable Song,0.432,0.127,137.926,0.0283,0.633,0.00242,4,0.625,2,360933,-11.948,0.368,1,Energetic
Biffy Clyro,Mountains - Acoustic,0.395,0.107,73.957,0.0292,0.844,0.00107,4,0.565,1,228093,-9.482,0.159,1,Sad
Ramones,Rockaway Beach - Remastered Version,0.862,0.151,187.048,0.0465,0.000927,3.58E-05,4,0.461,9,126653,-5.488,0.88,1,Defiant
Franz Liszt,"Mendelssohn - Lieder, S547/R217 (7 Lieder from Mendelssohn, Op, 19a, 34, 47): Auf Flugeln des Gesanges (from Op. 34, No. 2)",0.0143,0.106,148.583,0.0404,0.99,0.938,5,0.304,8,199067,-30.75,0.125,1,Tender
Boston,Foreplay / Long Time,0.657,0.0931,118.693,0.0541,0.00975,0.00748,4,0.436,5,467640,-8.868,0.199,1,Excited
Pyotr Ilyich Tchaikovsky,"1812 Festival Overture, Op. 49: 1812 Overture, Op. 49: Finale",0.537,0.0789,85.021,0.0616,0.482,0.773,4,0.233,3,229000,-13.141,0.0894,1,Stirring
The Story So Far,Nerve,0.971,0.281,108.008,0.0696,0.00131,0.000548,4,0.514,8,188200,-2.633,0.48,1,Defiant
Richard Hawley,Nothing Like A Friend,0.171,0.0986,139.819,0.0405,0.865,0.059,4,0.331,10,304400,-16.72,0.195,1,Sad
Basia Bulat,Fool,0.745,0.466,110.016,0.0254,0.264,0.00158,4,0.646,7,163120,-5.224,0.604,1,Yearning
Gene Ammons,My Romance,0.0435,0.125,130.62,0.056,0.968,0.922,4,0.513,1,252947,-10.715,0.337,1,Sad
Nico & Vinz,Am I Wrong,0.68,0.158,119.939,0.0306,0.162,2.13E-06,4,0.725,8,247520,-5.465,0.753,1,Yearning
Miles Davis,Footprints,0.419,0.0943,130.151,0.0367,0.121,0.000605,4,0.404,8,586307,-13.422,0.482,1,Sentimental
Budamunk,Peace of Mind (Bonus Beat),0.316,0.114,86.159,0.174,0.704,0.797,4,0.78,9,122971,-8.63,0.449,1,Sensual
White Zombie,More Human Than Human,0.953,0.103,101.366,0.0823,0.000379,0.262,4,0.65,6,268067,-6.023,0.5,1,Aggressive
Jimmy Rosenberg,Blue Bossa,0.437,0.0936,82.291,0.0466,0.874,0.862,4,0.61,8,218985,-10.78,0.733,1,Sophisticated
Skyline Motel,Language of Love,0.796,0.136,115.988,0.0298,0.00663,0.00391,4,0.572,2,257580,-7.557,0.348,1,Yearning
Art Pepper,You Go To My Head,0.0935,0.109,65.23,0.0858,0.978,0.452,4,0.575,3,258040,-15.906,0.289,1,Sentimental
Andrew & Polly,Ghostbusters,0.653,0.0543,115.521,0.0697,0.125,4.05E-05,4,0.886,9,241000,-5.306,0.641,1,Cool
Steve Wariner,It Aint All Bad,0.811,0.109,128.986,0.0468,0.104,0.00133,4,0.726,9,209537,-5.118,0.334,1,Yearning
Sounds of Nature White Noise for Mindfulness Meditation and Relaxation,"Thunderstorm and Rain Sound for Deep Concentration, Studying and Graduation - Soothing Rainstorm Sound",0.899,0.923,77.252,0.0679,0.196,0.972,4,0.147,5,654673,-28.167,1.00E-05,1,Other
Ignaz Moscheles,"Piano Concerto No. 5 in C Major, Op. 87: I. Allegro moderato",0.0952,0.0578,108.271,0.0366,0.973,0.925,4,0.306,7,944533,-25.788,0.0975,1,Tender
The Doobie Brothers,China Grove,0.885,0.171,145.588,0.0412,0.265,0.00167,4,0.63,9,197426,-10.198,0.659,1,Excited
Demi Lovato,Confident,0.749,0.116,130.077,0.0768,0.00175,0.000187,4,0.597,3,205747,-6.252,0.318,1,Energetic
Joe Nichols,Yeah,0.843,0.194,165.713,0.0531,0.00647,1.52E-05,4,0.414,11,230707,-4.638,0.596,1,Yearning
Throw The Fight,Don't Let Me Down,0.945,0.11,170.165,0.186,3.72E-05,0.00357,4,0.222,2,179150,-3.122,0.219,1,Defiant
New Beat Fund,No Type,0.622,0.108,136.978,0.0328,0.00283,0.000133,4,0.619,5,213797,-4.751,0.214,1,Cool
Bleachers,I Wanna Get Better,0.891,0.281,190.024,0.106,0.00266,7.99E-06,4,0.456,9,204400,-7.004,0.411,1,Defiant
Edward Elgar,"Symphony No. 1 in A Flat Major, Op.55: I. Aandante nobilmente",0.138,0.0947,71.167,0.0394,0.964,0.892,3,0.109,8,1095467,-17.475,0.0397,1,Serious
Matthew Perryman Jones,Only You,0.173,0.0867,82.777,0.0277,0.872,0.000368,4,0.486,4,248512,-13.739,0.106,1,Sad
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,0.663,0.174,118.016,0.0305,0.146,1.52E-05,4,0.777,4,181827,-6.117,0.598,1,Cool
The Cranberries,Zombie,0.613,0.368,166.96,0.0347,0.0163,0.00359,4,0.299,7,306411,-9.012,0.316,1,Sad
Radiohead,Airbag,0.872,0.261,167.946,0.05,0.00792,0.8,4,0.306,2,287880,-7.313,0.642,1,Sad
Wun Two,Tempest,0.256,0.0996,169.956,0.124,0.698,0.949,4,0.595,1,90613,-11.65,0.967,1,Stirring
Pickin' On Series,Steady as She Goes,0.434,0.105,125.909,0.0416,0.41,1.48E-05,4,0.672,9,215093,-7.96,0.693,1,Cool
Franz Joseph Haydn,Sonate No. 62 en Mi bmol majeur Hob. XVI/52: I. Allegro,0.0877,0.0972,81.109,0.049,0.992,0.872,4,0.316,3,486653,-24.069,0.265,1,Tender
Filterheadz,Kinetic Energy - Original Mix,0.992,0.1,128.006,0.122,0.00136,0.448,4,0.565,7,438750,-2.875,0.212,1,Energetic
K-Ci & JoJo,All My Life,0.496,0.0642,128.019,0.0318,0.144,1.05E-06,4,0.628,1,332000,-9.308,0.182,1,Energetic
Yppah,Never Mess With Sunday,0.561,0.142,92.999,0.0255,0.00807,0.485,4,0.52,5,196000,-7.95,0.387,1,Sad
Odessa,Hummed Low,0.5,0.0998,189.695,0.0655,0.484,1.08E-05,3,0.435,9,215173,-11.063,0.494,1,Serious
Cirith Gorgor,A Vision of Exalted Lucifer,0.984,0.782,100.818,0.103,1.24E-06,0.823,3,0.216,4,288000,-6.07,0.0378,1,Aggressive
